Date,Forecast,Lower_Bound,Upper_Bound
2003-08-10,44882.20057054577,16135.669457607015,73187.87596857794
2003-08-13,38609.65944603107,8537.051031277173,66910.83007158533
2003-08-25,40478.75659924296,10937.78975121521,69803.1435935862
2003-09-03,41082.13165696579,11303.084280383047,68700.22153936312
2003-09-05,40992.69619210105,10513.039892367007,71393.20685192662
2003-09-11,34589.85493258519,6449.257731635052,63675.57425478012
2003-09-12,31033.72476069487,1862.721294852024,58792.69155214456
2003-09-19,23981.14652984309,-5157.878738725464,51912.44077256795
2003-09-21,28597.842940734663,521.9372400135647,56615.993494008835
2003-09-25,26420.27427737789,-1225.3151708812547,54026.48635830946
2003-09-28,32129.847357070743,1264.8207257874697,60747.489575039624
2003-10-02,34552.14658022074,7191.309134046843,66306.1900253793
2003-10-04,20171.561125443724,-9684.772719941853,50009.37067621836
2003-10-05,42906.70261206757,15741.28374151849,72387.60334203704
2003-10-06,32465.186321352696,5994.181211034261,60215.394039460145
2003-10-08,41049.63097355515,12521.878590832117,68885.47312516044
2003-10-10,47186.27722395095,18775.339795579548,76605.22145432519
2003-10-11,33422.11492284616,5272.644573790672,63143.37911258026
2003-10-17,59179.1399761392,30211.20962541605,88495.42964335372
2003-10-18,44903.52111384309,15860.92103812054,74271.70391566228
2003-10-20,55932.15670807296,27992.466994046088,83042.2946416652
2003-10-21,65119.82760162748,36630.12064611946,93405.53259711011
2003-10-22,62630.02013461078,34269.51085018841,93023.18606002501
2003-10-23,67850.04209235554,38069.63502992668,96201.18149493434
2003-10-28,68761.16146328382,37721.07569595318,99032.44534371445
2003-11-04,66542.4106727656,37725.13016445772,94360.78252177528
2003-11-05,62467.49441439859,33113.03413028785,89719.33803336308
2003-11-06,66169.36130008067,35994.74387812529,94226.6291570942
2003-11-07,63236.24321275554,36830.79422207444,93700.59625760467
2003-11-08,46756.80181485294,15743.609959353686,76121.4373443179
2003-11-11,60933.68824260302,31835.410627237066,88685.83361634916
2003-11-12,56677.51299584324,29283.972999125726,84785.76070754512
2003-11-13,60278.98590187781,29035.15811262727,87561.99977683701
2003-11-14,57325.0171059739,30045.445090546902,88580.42534565517
2003-11-18,55660.14748621601,24183.86468620088,84990.84946291242
2003-11-19,51713.266118850115,24265.38778608137,80762.11292536126
2003-11-20,55667.442762946026,25353.565000757164,84321.19054419805
2003-11-21,53099.446247511034,24045.24732624266,83628.05384678357
2003-11-25,53084.650726659806,23335.425713489883,81348.05764597621
2003-11-26,49517.55343397998,22347.17864897166,80927.58725558859
2003-11-27,53815.10680012987,24855.963402641453,80643.37540419342
2003-12-01,44095.63318465701,13843.076963956431,72527.91294702174
2003-12-02,52069.227809338896,25003.71962304724,81740.7383517167
2003-12-03,48446.09524367412,17618.924996687583,78589.92301877917
2003-12-05,50114.28374381618,22944.253690852438,80930.76188236354
2003-12-09,49037.47229604641,22087.827870460613,78032.1904467443
2004-01-02,27088.228530105098,-3208.861443345361,56651.492506960545
2004-01-09,30476.960907012304,2741.9785020407107,57592.39667395442
2004-01-12,25645.879961120743,-3583.1386131329805,54074.78264082707
2004-01-15,36887.49618112137,6673.075097999968,63991.07844980475
2004-01-16,35320.70161945114,5555.092640602995,64793.82143072588
2004-01-22,39341.328346004084,9534.116604101497,68871.12585339522
2004-01-26,29934.548421379295,210.0961839685863,57001.09013862397
2004-01-29,38575.19585081126,10580.21102409344,67947.31450249693
2004-02-02,28767.982515961638,1806.224399767471,58151.96095636253
2004-02-04,33484.65107431328,5876.5853394383275,62699.43061407681
2004-02-10,38385.98493542124,9737.922738852669,69896.77090238374
2004-02-12,40416.11580505142,10944.316223232556,70768.36364067752
2004-02-18,39288.24094419995,12017.85777829945,69325.34766244939
2004-02-19,44179.04326891263,15297.360525485388,72713.42276255995
2004-02-20,42417.4063353894,14833.321817014725,74001.86991100346
2004-02-21,27067.855559842857,-2299.244448865196,58171.678129575506
2004-02-22,48198.98537915233,20032.185651439795,76426.56732915659
2004-02-26,44893.242112848005,13992.149631706232,72960.77748855327
2004-03-02,41196.36616808362,12678.714635874547,70914.44991578795
2004-03-10,30571.032293419812,2525.6992130611156,57515.671946604765
2004-03-11,34152.72508103962,5356.8616511803075,65023.87696887046
2004-03-15,22199.534244338312,-6322.420603921797,50867.57272100497
2004-03-19,27864.104358845798,-1230.3833363570297,56764.755499421015
2004-03-20,12082.812851505016,-18138.739509442654,41904.53522342662
2004-03-29,21918.062988602083,-7120.42400240622,49962.224575835724
2004-04-02,29612.44667215377,1534.751160563334,57373.27063976469
2004-04-03,14030.867033755378,-15401.057038007393,43406.80067421118
2004-04-05,22657.69719542729,-7913.385302636925,47464.52431013946
2004-04-09,29323.658635516425,655.4459576080469,58363.71835617213
2004-04-12,21817.22649971718,-6492.31006098608,49110.610480151285
2004-04-13,29836.245853668035,104.3341331250035,57070.145999522625
2004-04-20,30113.684722811882,938.7767430779585,60775.65785843099
2004-04-26,24825.48931049213,-4472.5863839662625,52993.93062595087
2004-04-29,36218.22085812609,6990.063894785623,65542.16805552471
2004-05-04,39067.00535380651,7496.6253851372585,67788.50933890762
2004-05-05,36374.92632290043,5131.702714695507,66256.25277348071
2004-05-07,39924.3428435648,10416.649176599592,67474.64041310515
2004-05-08,24803.368282703625,-5426.595846211084,54396.349774883885
2004-05-11,42720.01115044614,13502.558411099137,71031.15178356017
2004-05-18,42826.323970698046,13757.499130632908,69978.52469596433
2004-05-26,37153.503655684966,6822.3578494051935,65341.24620378473
2004-06-01,39097.41413168175,9819.581909049753,67394.32137855557
2004-06-04,37459.47190694391,8737.134060461296,66912.86340981483
2004-06-08,37829.224988221846,10762.22551018506,68893.32732961206
2004-06-14,27967.302271759778,1172.6633787619267,57940.19067189951
2004-06-15,35745.88402142713,4795.944722125923,63992.3899559887
2004-06-17,35978.29936402671,7727.989788966097,63317.997822605925
2004-06-24,33297.6824748042,4205.590418293609,61499.68274344411
2004-06-28,23527.879547074943,-4720.845832162449,52371.94445292725
2004-06-30,28460.476165771022,669.9403997850891,57575.05514300423
2004-07-02,31275.295895935764,4620.594244223236,60616.08640199961
2004-07-06,34391.1163143156,4864.358560257556,63262.7698568336
2004-07-07,31660.257876668395,3119.443879798751,62783.9460974075
2004-07-16,40512.30459297108,12228.9539179739,70775.72927425451
2004-07-19,34902.135612663646,6295.09546679974,64214.88781460056
2004-07-20,43374.214679013676,15392.90160567879,72222.67673489045
2004-07-21,40207.58848732409,12249.692015756404,67113.16597807826
2004-07-23,42710.062397965514,12891.774617893727,70524.23775724319
2004-08-02,33659.63834296478,3339.5083259600297,59454.97887483988
2004-08-04,38091.93809058628,8806.817471503513,67595.53615229572
2004-08-06,40316.90260142819,10060.066552573422,69663.9371613293
2004-08-09,33760.62355983001,5410.287070003512,63733.57956006546
2004-08-17,46284.11030913442,16151.196363484843,74137.38501261237
2004-08-19,48644.41226495658,20614.421739133988,76799.3479533765
2004-08-20,47102.54631251677,19438.53573712408,75124.06409120384
2004-08-21,31991.445079080993,6319.304810011354,63165.583384534766
2004-08-27,48764.40356922051,19955.351616876666,78138.91281101826
2004-08-28,32832.07424588574,3037.9745596895627,63540.23098890493
2004-08-30,40434.62072193665,11737.114009741053,69365.62399599691
2004-09-01,43607.26281288764,14670.927458993416,72317.01769231139
2004-09-03,43795.07522985848,14761.573249852323,71204.35641514021
2004-09-07,39563.63166003178,8944.066466268587,70032.53656039237
2004-09-08,34703.5460543347,7106.833146748849,65177.20308747453
2004-09-09,37672.09665105361,8396.804375731354,69396.25473546346
2004-09-10,34068.354742840194,5183.268834104343,62648.23632746911
2004-09-15,25440.13292517922,-3257.916642646659,53509.33615997117
2004-09-16,28941.238189490658,-561.2913231515254,57712.45971095748
2004-09-27,20810.580701331448,-9007.90034222076,49674.160794083386
2004-09-30,33872.20005405842,3786.9121100859466,66656.73286048605
2004-10-06,39912.15341381279,11238.491767433994,67209.63438739422
2004-10-11,44684.850271330055,15044.194133909108,73201.34695524912
2004-10-13,53006.5780322879,21785.331767140313,83397.00105803701
2004-10-14,59125.99680318123,30748.514248991763,87073.30393374733
2004-10-15,58577.403590729344,28808.387240516957,87688.7575859667
2004-10-16,44428.38743647278,15628.214866636157,70839.03271291601
2004-10-21,68118.94849034197,39912.964453669934,95980.54996354553
2004-10-22,66785.73215214217,37944.624282768884,95432.58186776903
2004-10-29,68857.33991506041,38687.27904702145,97413.59837538794
2004-11-01,60897.62060342779,30661.942114950063,91117.39067034463
2004-11-02,68550.93088823576,40400.146742964214,98253.43384630675
2004-11-03,64567.26143154247,37099.51141465642,93610.55630685601
2004-11-04,68346.9573600911,41580.48365863408,98294.02093319832
2004-11-05,65477.572160540556,37370.103815663904,92693.11503080919
2004-11-09,63282.389853269284,33812.915038829466,90589.80950325335
2004-11-10,59016.51762102869,28730.116750385816,87570.3340219904
2004-11-12,59604.763375010094,29915.364834915203,87896.99803466715
2004-11-15,50225.25805952649,20075.905733294472,78484.16836242283
2004-11-16,57697.115535558325,28508.11872752937,85979.11263838588
2004-11-17,53673.53278846336,26287.432764841946,82774.36848127953
2004-11-18,57548.67150257497,29057.763936869338,86992.7094644772
2004-11-19,54901.51388950585,26933.80676487833,80772.30677572332
2004-11-20,38809.33247581592,8862.000830949117,68439.4868180358
2004-11-21,59350.08855901078,31110.571862704965,89322.4777183539
2004-11-22,46721.916450860095,17213.132957805457,76831.39565612501
2004-11-23,54613.11634134172,25159.82817232813,83708.00883211063
2004-11-24,50998.72630464056,22019.689432758372,78411.42912011065
2004-11-25,55260.99051283355,27544.86277127614,84602.41382686787
2004-11-29,45542.59759615083,16401.109857454452,74033.21869098149
2004-12-01,49984.595685315886,20619.87756093708,79424.4936118845
2004-12-02,54211.221489876996,27364.671649218042,83433.24732389134
2004-12-03,51799.972474855786,23381.543950763877,81159.61978151227
2004-12-04,35817.44665883561,7990.646995590497,65294.96248515535
2004-12-07,51133.32112696329,24043.210836450566,79918.25958526423
2004-12-09,50776.68236215117,21932.107869960684,80901.80904591647
2004-12-10,47796.363144490846,15456.700751201693,75974.84080332602
2004-12-15,40160.52684389321,9985.791152181371,67289.33209841241
2004-12-17,39954.50937269657,12156.865070072006,68350.70589263923
2005-01-05,27362.279611817015,-3290.5960597578437,56671.222091688214
2005-01-06,32375.28191896972,3041.4857788074623,59916.0214751787
2005-01-07,30870.398116386576,-908.7195929250443,58607.35097151778
2005-01-10,25983.131414012896,-2879.7636161347436,55392.88484109509
2005-01-12,32210.305297376155,4766.945196889936,62746.31884826193
2005-01-19,35804.60643987644,6007.797661919491,65426.21397856727
2005-01-20,40454.7266830686,11812.959463664272,69857.49620267333
2005-01-23,43743.31236540488,15147.341732156394,72006.50880590892
2005-01-26,35832.189551673,6492.549765683161,65723.0574242934
2005-01-31,30166.6691790311,-620.0422480040799,57994.711695017664
2005-02-02,34746.27042831953,5559.674380296435,64042.78846236324
2005-02-03,39180.26380591986,9598.988875954996,67303.24149477977
2005-02-08,39137.67785839043,9939.982108216593,68412.83739763062
2005-02-09,36142.547060984056,7830.23497467081,68881.7745323796
2005-02-10,41041.468485139776,12079.058293651224,70952.3314288459
2005-02-16,39915.43167295292,7417.541696639571,69161.61218423626
2005-02-17,44870.661032407894,15458.009172847718,74068.46911257892
2005-02-22,45403.26431286064,15130.14617159335,74592.68893881954
2005-02-23,42041.41971031156,13033.141773519328,72228.39293222419
2005-02-28,35806.822662499,7885.290762150139,64321.44381336747
2005-03-01,43349.485399643825,12864.87757408466,73477.37353411513
2005-03-02,39250.60315751669,12055.783526283929,70233.4291045738
2005-03-03,42911.818765173106,12986.013610829707,69377.09788813877
2005-03-04,39922.942937971384,9789.296244489937,68835.64514022661
2005-03-09,32969.520693543316,5389.054017460784,60788.48486654055
2005-03-10,36497.162686317766,4551.369284613391,65446.158857033915
2005-03-15,31753.249391359357,1693.84193126037,60748.26149073783
2005-03-17,31875.695780420247,4351.136193802369,62467.62699012603
2005-03-23,26740.149677217396,-3318.6211507906933,55236.494147805686
2005-03-28,22908.205848170757,-6688.999609968474,53817.400946560454
2005-03-30,28093.49425021284,-513.3048278678641,57900.606951177106
2005-04-01,30730.46153109028,51.39900233310577,60228.46395062501
2005-04-03,36197.69400181713,8710.54694512955,65170.25699611716
2005-04-07,33008.86403513605,1677.2504647542644,62638.81636216963
2005-04-08,30755.760991481045,1163.3030684492064,62558.95477545762
2005-04-14,32056.873892024538,1123.589465090076,60297.77129474206
2005-04-15,29827.02695566405,-840.3062097544409,56900.513439665294
2005-04-22,30845.984070824758,1394.557473411722,58825.16244419587
2005-04-23,15620.844075639016,-14286.702702323684,44065.11929655656
2005-05-01,41981.19056424909,13769.245337549055,69921.0617111137
2005-05-03,39395.26899777137,7934.739670044892,71310.43100133493
2005-05-05,41906.773560456204,12189.236176331842,72888.59081447407
2005-05-06,40430.94615083441,12170.179967584685,68050.03165462737
2005-05-09,35026.92199969107,6431.436656990335,63535.75388039296
2005-05-10,43587.06308660946,12332.611538232708,71713.12455691415
2005-05-13,43230.01828056191,13477.985920155383,71277.14208569405
2005-05-17,44299.42895111487,12465.301276606582,72787.37656473999
2005-05-29,45226.92515186987,17534.665178456537,75401.14904068311
2005-05-30,32678.074770283976,3724.9303605403497,60349.84006829103
2005-05-31,40613.15659146437,10857.032876612997,69028.78173563686
2005-06-01,37012.24059076049,9864.392806726131,63346.59261596571
2005-06-02,41263.03424219299,13903.741796133916,69806.20927137067
2005-06-03,38938.84875578666,10151.129875683644,68350.5057262489
2005-06-04,23112.323292101704,-6501.586538477901,53086.51774421329
2005-06-05,43858.066146293735,14888.314565724591,75102.66295032155
2005-06-06,31372.3603556752,3847.5086800797085,59846.43508758068
2005-06-07,39343.34726257165,9015.399148169701,68235.18410327929
2005-06-08,35747.74992917208,9506.987834505137,65817.76757406197
2005-06-09,39971.44584055377,9029.456734081468,68156.77514428661
2005-06-10,37587.50509859747,8610.637278177848,67754.35337599932
2005-06-11,21669.93343470326,-6803.343326464396,48805.81035357324
2005-06-12,42296.27827474922,14926.812551407096,70864.65447259664
2005-06-13,29667.24621755351,-69.24477152843414,59955.53843913797
2005-06-14,37476.748010053205,9102.697346306983,66583.3069768034
2005-06-15,33708.43703857761,4828.522998101187,62717.696775861936
2005-06-16,37756.05634239849,7278.2736147629,65131.54031455076
2005-06-17,35201.21720913105,5319.686270691759,64531.85714237634
2005-06-18,19126.85661575563,-9963.917677965894,49635.57678297998
2005-06-19,39619.54053090786,9742.077438978036,67079.8949475024
2005-06-20,26888.770803889754,-1829.6783169679634,54961.93042254486
2005-06-21,34636.7213895261,6165.163499626598,63332.10780041345
2005-06-22,30854.479606109,2696.1899051536075,61859.88375932861
2005-06-23,34942.11683075173,4385.17220118627,65473.55264919597
2005-06-24,32486.22052465673,5382.136098002603,61449.927645766315
2005-06-25,16573.14285407717,-12205.497727388321,47450.531922767565
2005-06-26,37291.139845089565,10305.151347737941,65276.65629105546
2005-06-27,24849.564430310835,-3667.8593752381485,53258.93316376688
2005-06-28,32948.54330184026,5326.238134773623,60675.25369839988
2005-06-29,29575.215831281494,816.0810848373022,59472.847605261646
2005-06-30,34123.86033873049,5174.061034689906,65700.59838469134
2005-07-01,32173.538754116147,4729.205021343009,59991.84792672781
2005-07-02,16801.512377744486,-11440.074884849502,47157.728448710586
2005-07-03,38085.5984720786,8110.81360511452,67536.2550238584
2005-07-04,26223.625301006618,-3037.6146044316315,54224.806672448896
2005-07-05,34903.408413856036,4528.277896245024,62132.16707858149
2005-07-06,32099.318141121534,2124.008875703408,58514.19987707412
2005-07-07,37192.75434676784,7983.027074572837,65574.82274409878
2005-07-08,35750.14956684178,6636.745327245449,62742.60367313133
2005-07-09,20836.742931147084,-10574.37779435995,47824.58776663199
2005-07-10,42519.28419535421,13877.928867969533,71167.84601034768
2005-07-11,30985.815299453778,1073.9188272835243,59350.83330957533
2005-07-12,39915.94255069152,9894.510466363201,68962.75939521682
2005-07-13,37277.66048684227,9786.891927180353,67392.93662946932
2005-07-14,42448.035600692194,12650.86127094981,72130.47159457683
2005-07-15,40991.3644759833,10800.83212900845,69235.94944582903
2005-07-16,25973.043630669137,-1610.1955362110716,53751.088016232956
2005-07-17,47462.30693148913,18342.796217149968,74703.57153303685
2005-07-18,35651.976279355804,8435.334000904875,65361.4711493023
2005-07-19,44228.638753471736,15003.312550423814,73564.99652369907
2005-07-20,41169.3131756744,12645.957432981178,68721.93412569023
2005-07-21,45861.917956255675,16113.456174264024,76661.86163687581
2005-07-22,43883.160128686344,15595.748120711643,72120.61974373154
2005-07-23,28312.089768499085,3.532008051452893,54669.59015568417
2005-07-24,49232.48390902261,19678.01546975915,78042.77401186587
2005-07-25,36852.21503181748,7086.406374964105,67597.28382380416
2005-07-26,44873.0275687767,14563.72878489738,74296.72086352587
2005-07-27,41286.79621433128,13176.512654060287,71114.89361010317
2005-07-28,45495.589034321754,19557.143588207866,77026.8140219863
2005-07-29,43089.16638434322,14733.060200452797,72217.10388540177
2005-07-30,27158.17060696655,-2435.949794374656,56254.11593912641
2005-07-31,47796.18076738128,19397.13581041749,76032.44057475025
2005-08-01,35218.79673534988,5070.370877348701,64191.014546132064
2005-08-02,43133.18411261718,13022.516543602747,71414.03946014302
2005-08-03,39534.16046515955,11149.305683769606,67917.94804591998
2005-08-04,43824.15092488586,15728.590759731243,72661.69256686782
2005-08-05,41590.64752311752,15242.51797783597,71842.1229906175
2005-08-06,25919.42874933262,-3438.560524190519,55195.39782525732
2005-08-07,46896.71325139431,17812.84148219895,75914.9272972745
2005-08-08,34728.40977945137,4854.797112385908,62243.716122891354
2005-08-09,43109.89086140355,11688.475767389347,71459.3085575989
2005-08-10,40022.364964052205,11420.429126939038,69519.06653048637
2005-08-11,44853.1679560526,15372.308412544855,74040.55688182153
2005-08-12,43173.599642206755,13707.04297394161,72663.93664682555
2005-08-13,28052.552158449136,-2920.34695862815,56088.79486764572
2005-08-14,49559.09358933709,22024.51715250021,78542.4701224659
2005-08-15,37882.15779577705,7662.516540792381,65586.93430712131
2005-08-16,46700.756560800735,19120.393600294214,74218.52002590302
2005-08-17,43980.77747343019,12600.694037496532,72058.09810076922
2005-08-18,49095.677378584005,20621.94202483218,78542.36029576295
2005-08-19,47604.68681542535,19527.359871264205,75655.88531723268
2005-08-20,32566.762801210665,1095.5985258818644,63292.24108482831
2005-08-21,54043.44505134402,22987.575050825315,83474.0004669721
2005-08-22,42218.759729221885,13378.597646833088,73113.28724332787
2005-08-23,50769.58149211308,22643.029578880065,80374.58486112174
2005-08-24,47662.51359505321,18604.63261137181,79046.44126264624
2005-08-25,52274.59399358612,21066.094344625366,81570.72896542188
2005-08-26,50171.442785703504,22023.394708574528,80608.1835366082
2005-08-27,34421.09006327051,5849.744279873973,63421.00832764728
2005-08-28,55096.642709038104,25724.359885605474,84029.1249776945
2005-08-29,42395.939301425875,13575.560020747838,70074.06734566754
